x,Cd_6
0.40228,0.036727
0.50133,0.034346
0.60395,0.033372
0.65348,0.032204
0.70302,0.034573
0.72223,0.038205
0.75396,0.046056
0.78167,0.052863
0.80358,0.058899
0.82415,0.066566
0.85012,0.080673
0.87071,0.090834
0.89893,0.109158
0.9227,0.12866
0.94198,0.14281
